smiles,fitness,score,generation
c1ccc2c(c1)c1cc(-c3scc4ccsc34)c3cocc3c1c1sc3ccc4c[nH]cc4c3c21,10.5316,0.82212365,2.0
C1=c2c(c3c(cnc4ccc5ccccc5c43)c3[nH]c(-c4cccs4)cc23)=CC1,5.7157,-0.37479812,2.0
C1=c2c(-c3scc4cc[nH]c34)cc3sc4c5ccccc5c5ccccc5c4c3c2=CC1,7.5354,0.19203246,2.0
c1ccc(-c2ccc(-c3ccc(-c4scc5cc[nH]c45)s3)cn2)cc1,6.6869,-0.07976484,2.0
c1ccc(-c2ccc(-c3ccc(-c4scc5ccoc45)c4cscc34)s2)cc1,8.7715,0.5328858,2.0
C1=Cc2csc(-c3sc(-c4sc(-c5ccco5)c5ccsc45)c4ccsc34)c2C1,9.4638,0.6740005,2.0
c1c[nH]c(-c2ccc(-c3ccc(-c4scc5ccoc45)cn3)c3ccccc23)c1,7.3716,0.14054191,2.0
c1cc2c(-c3scc4ccsc34)sc(-c3ccc(-c4scc5ccsc45)c4cscc34)c2[nH]1,10.9975,0.8652824,2.0
c1ccc2c(c1)c1cc[nH]c1c1sc3cc(-c4scc5ccsc45)c4cscc4c3c21,9.8469,0.7361038,2.0
c1cnc2c(c1)oc1c3oc(-c4scc5occc45)cc3sc21,6.2634,-0.21354502,2.0
C1=c2cccc(-c3cc4c5nsnc5c5c([nH]c6ccc7c[nH]cc7c65)c4[nH]3)c2=CC1,4.9201,-0.57252336,2.0
c1cc(-c2cc3cnc4c(oc5ccsc54)c3[nH]2)c2cocc2c1,5.937,-0.31170392,2.0
c1cc2c(-c3cc4cnc5ccc6cscc6c5c4c4cocc34)scc2o1,7.8236,0.2799635,2.0
c1ccc2c(c1)c(-c1scc3nccnc13)cc1cc3c4c[nH]cc4c4ccc5c[nH]cc5c4c3cc12,8.9337,0.5693886,2.0
C1=c2cccc(-c3cc4c5cscc5c5c6occc6c6ccccc6c5c4s3)c2=CC1,7.8003,0.2730049,2.0
c1coc(-c2ccc(-c3ccc(-c4scc5cc[nH]c45)o3)c3ccccc23)c1,7.5696,0.20266092,2.0
c1ccc2c(-c3cc4c(cn3)c3cnc4c5ncccc5[nH]c43)cccc2c1,,0.0,2.0
c1cc(-c2cc3sc4c(ccc5ccoc54)c3o2)c2cocc2c1,6.8069,-0.04110688,2.0
c1cc(-c2cc3c4cscc4c4c(ccc5ccsc54)c3c3cscc23)c2cocc2c1,10.0503,0.7648071,2.0
C1=Cc2c(csc2-c2cc3sc4cc5ccc6c[nH]cc6c5cc4c3c3cscc23)C1,9.2015,0.62502956,2.0
C1=Cc2csc(-c3cc4sc5c([nH]c6ccc7cocc7c65)c4c4c[nH]cc34)c2C1,8.0611,0.3491218,2.0
C1=C(c2scc3nccnc23)Cc2cc3c(cc21)ncc1ccoc13,5.0824,-0.53618467,2.0
C1=c2cccc(-c3cc4cc5ccccc5cc4c4ccccc34)ccc2c1,7.918,0.30785024,2.0
c1ccc2c(-c3sc(-c4sc(-c5scc6ccoc56)c5cc[nH]c45)c4ccsc34)cccc2c1,10.4675,0.81528974,2.0
c1cc(-c2cc3c([nH]2)-c2cc4c(ccc5cocc54)cc2C3)c2cscc2c1,7.367,0.13908327,2.0
c1cc(-c2cc3c4ccccc4c4c5sccc5sc4c3cn2)c2nsnc2c1,7.4891,0.1775719,2.0
C1=c2c(c3ccc4c[nH]cc4c3c3cc4ccc(-c5scc6occc56)cc4cc23)=CC1,7.0669,0.04292023,2.0
C1=CCC(c2ccc(-c3ccc(-c4ccccn4)c4cocc34)cc2)=C1,6.5051,-0.13784075,2.0
c1coc(-c2cc3c4nsnc4c4cc5ccncc5cc4c3o2)c1,5.3989,-0.4593113,2.0
c1ccc2c(c1)c1cc(-c3scc4sccc34)c3ccccc3c1c1c3nsnc3c3cc[nH]c3c21,9.7286,0.7180784,2.0
C1=Cc2ccc3c(sc4cc(-c5scc6cc[nH]c56)c5cscc5c45)c2C1,,0.0,2.0
C1=CCC(c2sc(-c3sc(-c4cccc4cscc34)c3c4ccccc4c4ccccc43)c2=CC1,,0.0,2.0
c1c[nH]c(-c2sc(-c3sc(-c4scc5[nH]ccc45)c4ccsc34)c3ccoc23)c1,8.6424,0.5023314,2.0
C1=c2c(-c3scc4ccsc34)cc3ccc4c5ncccc5c5c[nH]cc5c4c3c2=CC1,6.9304,-0.0011936426,2.0
C1=CCC(c2ccc(-c3sc(-c4scc5c4C=CC5)c4ccsc34)c3cscc23)=C1,9.4856,0.67782927,2.0
c1ccc(-c2cnc(-c3ccc(-c4cccc5ccccc45)cc3)s2)cc1,7.2973,0.11691451,2.0
c1cc2csc(-c3ccc(-c4sc(-c5scc6ccoc56)c5ccoc45)cc3)c2o1,9.1107,0.6068088,2.0
c1cc(-c2cnc3c(cnc4c3c3cscc3c3ccc5cscc5c34)c2)c2cscc2c1,9.2473,0.63397074,2.0
C1=Cc2[nH]c3c4cnc(-c5cccc6cscc56)cc4c4cscc4c3c2C1,7.3818,0.14377356,2.0
c1ccc(-c2sc(-c3ncc(-c4scc5ccsc45)c4nsnc34)c3sccc23)cc1,8.6397,0.50167835,2.0
c1cc(-c2sc(-c3sc(-c4scc5ccsc45)c4ccsc34)c3occc23)c2cscc2c1,11.2624,0.88527703,2.0
C1=Cc2c(-c3cncc4nsnc34)sc(-c3ccc(-c4scc5occc45)C3)cc2C1,,0.0,2.0
c1ccc2c(c1)ccc1ncc3c([nH]c4cc(-c5cccc6nsnc56)sc43)c12,6.7557,-0.05762285,2.0
C1=c2c(c3ccc4cscc4c3c3cc4sc(-c5scc6[nH]ccc65)cc4cc23)=CC1,7.5969,0.21111107,2.0
c1ncnc(-c2sc(-c3ccc(-c4scc5occc45)o3)c3ccsc23)n1,6.5495,-0.12372881,2.0
c1ccc(-c2cc3[nH]c4c5c6cocc6ccc5c5cscc5c4c3c3ccccc23)nc1,8.6504,0.50426316,2.0
c1cc(-c2cc3c4cscc4c4cc5ccncc5cc4c3c3cscc23)c2cscc2c1,9.8523,0.7369027,2.0
c1cc(-c2sc(-c3sc(-c4scc5sccc45)c4ccoc34)c3ccsc23)c2cocc2c1,10.7939,0.8477653,2.0
C1=Cc2c(c3c4cscc4c4cc(-c5scc6ccsc56)c5c[nH]cc5c4c3c3nsnc23)C1,9.2062,0.6259546,2.0
c1csc(-c2cc3cc4cc5sccc5cc4cc3cn2)c1,6.3312,-0.19252509,2.0
C1=CCC(c2cc3ccc4c5cnccc5c5nsnc5c4c3c3cscc23)=C1,7.1039,0.0548563,2.0
c1csc(-c2ccc(-c3ccc(-c4scc5ccoc45)nc3)c3cscc23)n1,7.5615,0.20014799,2.0
C1=CCC(c2cnc3c(c2)c2cocc2c2c4sccc4c4cscc4c32)=C1,7.9069,0.30459738,2.0
c1cncc(-c2cnc(-c3ccc(-c4scc5sccc45)c3cocc23)c1,,0.0,2.0
c1cc(-c2cc3c4c[nH]cc4c4cc5ccoc5cc4c3s2)c2cocc2c1,7.6952,0.24126923,2.0
c1ccc(-c2ccc(-c3ccc(-c4scc5sccc45)cn3)c3ccccc23)nc1,7.907,0.3046267,2.0
c1cncc(-c2cc3sc4c5sccc5sc4c3c3c[nH]cc23)c1,6.874,-0.019429266,2.0
c1ccc(-c2cc3cc4c5c[nH]cc5c5ccc6cscc6c5c4cc3cn2)cc1,7.9042,0.303805,2.0
C1=CCC(c2sc(-c3sc(-c4scc5ccsc45)c4ccsc34)c3nccnc23)=C1,8.921,0.5666069,2.0
c1ncc(-c2cc3c4cscc4c4c5sccc5c5cscc5c4c3c3cscc23)s1,9.9753,0.75455225,2.0
C1=Cc2c(c3c4cscc4c4cc(-c5nccs5)oc4c3c3cscc23)C1,7.7082,0.24522436,2.0
c1ccc(-c2cnc3c(c2)c2cscc2c2c3ccc3ccc4c[nH]cc4c32)nc1,7.2992,0.11752057,2.0
c1ccc(-c2ccc(-c3ccc(-c4cccs4)c4ccccc34)s2)nc1,7.3588,0.136482,2.0
c1cc(-c2sc(-c3sc(-c4scc5sccc45)c4ccsc34)c3sccc23)c2cocc2c1,11.2624,0.88527703,2.0
c1csc(-c2cnc3c(c2)c2cscc2c2c4c5cocc5ccc4c4ccccc4c32)c1,9.3838,0.6596352,2.0
c1ccc2c(c1)ccc1c2c2cscc2c2cc(-c3scc4sccc34)c3ccccc3c21,10.4573,0.81418085,2.0
c1ccc(-c2cc3oc4c5c6cscc6ccc5c5cscc5c4c3c3ccccc23)cc1,9.9888,0.756426,2.0
c1cc2csc(-c3sc(-c4sc(-c5scc6ccsc56)c5sccc45)c4ccsc34)c2[nH]1,11.059,0.87019455,2.0
c1cc(-c2cc3cc4c5c[nH]cc5c5ccoc5c4cc3c3cscc23)c2c[nH]cc2c1,8.5835,0.4879552,2.0
c1coc(-c2cnc(-c3ccc(-c4cccc5cscc45)o3)c3nsnc23)c1,6.488,-0.14326113,2.0
C1=C(c2scc3ccsc23)Cc2c1oc1c3sccc3c3cscc3c21,8.2351,0.3975283,2.0
c1cncc(-c2ccc(-c3sc(-c4cccc5c[nH]cc45)c4nccnc34)c3cscc23)c1,7.7833,0.26790977,2.0
c1ccc(-c2sc(-c3ccc(-c4scc5cc[nH]c45)c4ccccc34)c3ccsc23)cc1,9.6598,0.7071291,2.0
c1cc(-c2cc3sc4cc[nH]c4c3c3ccccc23)c2nsnc2c1,6.2075,-0.23072898,2.0
c1cc2c(-c3sc(-c4sc(-c5scc6cc[nH]c56)c5ccsc45)c4ccsc34)scc2[nH]1,10.3256,0.7993175,2.0
c1cc(-c2cc3cc4[nH]c5ccoc5c4cc3c3nsnc23)c2cocc2c1,6.4852,-0.14414787,2.0
c1cc2csc(-c3cc4oc5c(cnc6ccsc65)c4c4cscc34)c2s1,8.3536,0.42929292,2.0
c1ccc2c(c1)c1cc3ccsc3cc1c1[nH]c(-c3scc4[nH]ccc34)cc21,7.8988,0.30221915,2.0
c1csc(-c2cc3c4ccccc4c4c5occc5c5cscc5c4c3c3ccccc23)c1,9.9888,0.756426,2.0
C1=c2ccc3sc4c5c6ccccc6ccc5c5cscc5c4c3c2=CC1,6.5403,-0.12665719,2.0
C1=Cc2csc(-c3ccc4c(c3)c3c(c5cc6ccncc6cc54)=CCC=3)c2C1,5.8037,-0.35008192,2.0
C1=C(c2ccccc2)Cc2c1c1cscc1c1c2oc2cc[nH]c21,6.2255,-0.22521079,2.0
c1cc(-c2ccc(-c3sc(-c4nccs4)c4occc34)cc2)c2cocc2c1,7.698,0.24212193,2.0
c1ccc2c(c1)ncc1c3ncc(-c4scc5ccsc45)cc3sc21,6.9409,0.0022017956,2.0
c1cc2nsnc2c(-c2cc3ccc4c(oc5ccc6cscc6c54)c3cn2)n1,6.4156,-0.166112,2.0
c1cnc2c(c1)ccc1c2ccc2cc(-c3scc4[nH]ccc34)c3ccccc3c21,7.9042,0.303805,2.0
c1cc2ccc3c(ncc4cc(-c5scc6ccsc56)c5cscc5c43)c2cn1,8.0941,0.3584572,2.0
c1cc2c(-c3ccc(-c4sc(-c5scc6ccsc56)c5sccc45)[nH]3)scc2o1,9.3758,0.6581714,2.0
c1cc2c(cn1)c1cnc3cc(-c4scc5sccc45)[nH]c3c1c1cocc21,6.9537,0.0063408613,2.0
c1cc2ccc3c4c(ccc5nsnc54)c4cscc4c3c2[nH]1,5.6937,-0.38089663,2.0
C1=Cc2csc(-c3cc4[nH]c5c6sccc6c6cscc6c5c4cn3)c2C1,7.4433,0.16319168,2.0
c1ccc2c(c1)c(-c1scc3ccsc13)cc1ncc3cc4ccsc4cc3c12,8.6991,0.51591337,2.0
C1=c2ccc3c4nsnc4c4c(cnc5cc(-c6cccs6)sc54)c3c2=CC1,5.3006,-0.48402345,2.0
c1cc(-c2cc3cnc4c5[nH]ccc5sc4c3[nH]2)c2cocc2c1,5.6721,-0.38685215,2.0
c1ccc2c(c1)c(-c1scc3[nH]ccc13)cc1oc3c(cnc4ccc5nsnc5c43)c12,7.5019,0.18157768,2.0
c1cc2csc(-c3cc4sc5c6c(ccc7nsnc76)c6cocc6c5c4[nH]3)c2o1,7.7614,0.2613238,2.0
c1cc2c(-c3ccc4c(c3)c3cscc3c3c4ccc4ccc5cscc5c43)scc2s1,10.5188,0.8207773,2.0
c1csc(-c2cc3c4ccccc4c4c5cnccc5c5cscc5c4c3cn2)c1,8.0326,0.34100318,2.0
c1cc2c(-c3ccc(-c4ccc(-c5scc6cc[nH]c56)cc4)s3)scc2[nH]1,7.8347,0.28326833,2.0
C1=Cc2c(csc2-c2cnc3c(c2)[nH]c2c3sc3ccc4ccccc4c32)C1,7.3818,0.14377356,2.0
c1csc(-c2ccc(-c3ccc(-c4scc5ccsc45)o3)cc2)c1,7.6183,0.21771312,2.0
c1cnc2c(c1)cnc1c2ccc2cc(-c3cncs3)c3cscc3c21,6.2744,-0.2101475,2.0
c1ccc(-c2ccc(-c3sc(-c4scc5sccc45)c4ccsc34)c3ccccc23)nc1,9.7882,0.727285,2.0
C1=Cc2csc(-c3cc4ccc5c6[nH]ccc6c6cscc6c5c4c4c3=CCC=4)c2C1,6.9515,0.0056294203,2.0
C1=Cc2c(csc2-c2ccc3c(c2)c2ccccc2c2c3[nH]c3ccsc32)C1,7.9868,0.3278495,2.0
C1=C(c2scc3cc[nH]c23)Cc2c1c1ccccc1c1cccnc21,6.0275,-0.28504646,2.0
c1c[nH]c(-c2cc3c4cscc4c4c5c6cocc6ccc5c5nsnc5c4c3s2)c1,8.1684,0.3792138,2.0
c1ccc2c(c1)ccc1c3nsnc3c3cc4cc(-c5ncncn5)cnc4cc3c21,5.5511,-0.41961193,2.0
c1cc(-c2cc3sc4c5ccccc5c5ccccc5c4c3c3c[nH]cc23)c2cscc2c1,9.7239,0.71734154,2.0
c1ccc(-c2ccc(-c3ccc(-c4cccc5cscc45)c4cscc34)s2)cc1,9.1785,0.6204765,2.0
c1cc(-c2cc3oc4c(cnc5ccsc54)c3s2)c2cocc2c1,6.6704,-0.08506429,2.0
c1ccc(-c2cc3cc4c(cc3c3ccccc23)c2ccccc2c2nsnc42)cc1,7.9711,0.32331073,2.0
C1=Cc2c(csc2-c2ccc(-c3ccc(-c4cccc5nsnc45)cc3)c3cocc23)C1,8.0693,0.35144794,2.0
c1coc(-c2sc(-c3sc(-c4scc5sccc45)c4ccoc34)c3ccsc23)c1,9.6407,0.70402765,2.0
c1cc(-c2ccc3c(c2)sc2c3cnc3cccnc32)c2c[nH]cc2c1,6.146,-0.24946928,2.0
C1=Cc2c(-c3cncc4nsnc34)sc(-c3ccc(-c4scc5sccc45)c4cocc34)c2C1,8.7405,0.5256698,2.0
c1csc(-c2cc3c4ccccc4c4c5c6c[nH]cc6ccc5c5cscc5c4c3cn2)c1,9.1189,0.6084814,2.0
c1ccc(-c2cc3c4ccccc4c4cccnc4c3c3cocc23)cc1,6.9544,0.0065672398,2.0
c1coc(-c2ccc(-c3scc4c5ccccc5c5ccccc5c34)c3ccccc23)c1,9.2879,0.6417576,2.0
C1=c2ccc3c4ccccc4c4c5ncc(-c6scc7[nH]ccc67)cc5sc4c3c2=CC1,6.9304,-0.0011936426,2.0
c1ccc2cc3c(cc(-c4cncs4)c4nsnc4c3c2c1,,0.0,2.0
c1ccc(-c2cc3cc4ccc5ccc6ccccc6c5c4cc3c3ccccc23)cc1,9.1196,0.608624,2.0
c1csc(-c2ccc(-c3sc(-c4cccc5cscc45)c4nccnc34)s2)c1,8.03,0.3402599,2.0
c1ccc(-c2ccc(-c3ncc(-c4cccs4)c4nsnc34)cc2)cc1,6.1488,-0.24861997,2.0
c1cc2c(-c3sc(-c4scc5ccsc45)c4ccoc34)scc2[nH]1,7.6473,0.22662771,2.0
c1ccc2c(-c3cc4ccc5c6ccccc6ccc5c4s3)cccc2c1,8.0279,0.3396592,2.0
c1ccc(-c2cc3c(cn2)c2ccc4ccncc4c2c2cocc32)cc1,6.3494,-0.1868515,2.0
C1=Cc2ccc3c(oc4cc(-c5scc6sccc56)c5cscc5c43)c2C1,8.3132,0.41857696,2.0
c1c[nH]c(-c2cc3ccc4c5cnccc5c5cscc5c4c3c3ccccc23)c1,7.9042,0.303805,2.0
c1ccc(-c2ccc(-c3cnc(-c4scc5[nH]ccc45)c4nsnc34)c3nsnc23)nc1,6.0298,-0.28436303,2.0
c1ccc(-c2sc(-c3ccc(-c4scc5occc45)c4cocc34)c3cc[nH]c23)nc1,8.1793,0.38222778,2.0
c1cc(-c2cc3[nH]ccc3c3cscc23)c2cscc2c1,6.2643,-0.21326733,2.0
c1cc2csc(-c3ccc4c(c3)oc3c4ccc4ccoc43)c2s1,7.2754,0.10992384,2.0
c1ccc(-c2cc3ccc4c5c6cocc6ccc5c5cscc5c4c3c3nsnc23)cc1,8.7788,0.53457403,2.0
c1ccc2c3ccc4cc(-c5scc6ccsc56)c5ccccc5c4cc3c2cn1,8.5408,0.4773643,2.0
c1ccc(-c2sc(-c3sc(-c4cccnc4)c4ccsc34)c3ccsc23)cc1,8.635,0.50054026,2.0
c1csc(-c2cc3c4cscc4c4c5cnccc5c5cscc5c4c3c3cocc23)c1,9.4453,0.6707225,2.0
c1ccc(-c2cc3cnc4c5ncccc5sc4c3c3ccccc23)cc1,6.8179,-0.037555337,2.0
c1cc2sc3c(c2cn1)c1c[nH]cc1c1cc(-c2scc4ccoc24)c2cocc2c13,8.3049,0.41636086,2.0
c1ccc2c(-c3sc(-c4nccc5nsnc45)c4sccc34)cccc2c1,6.8497,-0.027283013,2.0
c1cnc2c(-c3ccc(-c4sc(-c5scc6ccoc56)c5cc[nH]c45)c4nsnc34)scc2n1,8.0475,0.34525406,2.0
C1=c2c(c3cc(-c4cccnc4)c4cscc4c3c3cc4sccc4cc23)=CC1,6.4491,-0.1555593,2.0
c1ccc(-c2cc3[nH]c4cc5ccc6cocc6c5cc4c3c3cscc23)cc1,8.1022,0.3607378,2.0
c1cc(-c2cc3ccc4c5ncccc5oc4c3s2)c2cocc2c1,6.6089,-0.10477185,2.0
c1cc2c(-c3cc4c5cscc5c5cc6ccsc6cc5cc4c4cscc34)scc2o1,,0.0,2.0
C1=c2c(c3c4[nH]c(-c5scc6sccc56)cc4[nH]c3c3occc23)=CC1,5.3033,-0.4833547,2.0
c1cncc(-c2cc3c4cocc4c4ccc5c[nH]cc5c4c3c3cscc23)c1,7.4972,0.18010747,2.0
c1ccc2c(-c3cc4c5ccccc5c5c6[nH]ccc6c6cscc6c5c4[nH]3)cccc2c1,8.9905,0.5816717,2.0
c1ccc2c3c(ccc2c1)Cc1c-3cnc2ccc3c[nH]cc3c12,5.4405,-0.4486317,2.0
c1csc(-c2sc(-c3sc(-c4cncc5nsnc45)c4sccc34)c3ccsc23)c1,8.7012,0.5164114,2.0
c1c[nH]c(-c2ccc(-c3ncc(-c4scc5cc[nH]c45)s3)cn2)c1,5.41,-0.45647448,2.0
c1ccc2c(c1)Cc1c-2[nH]c2cc(-c3scc4sccc34)c3cocc3c12,7.4285,0.15852976,2.0
c1cnc2c(-c3scc4ccsc34)sc(-c3ccc(-c4scc5sccc45)o3)c2n1,8.8377,0.54803896,2.0
C1=C(c2ccccc2)Cc2c1c1ccccc1c1c2c2cscc2c2ccc3cscc3c21,9.6723,0.70914435,2.0
c1cc2c(-c3cc4[nH]c5c6sccc6c6cocc6c5c4cn3)scc2[nH]1,6.8868,-0.015291452,2.0
c1ccc2c(c1)c1ccccc1c1c(-c3cc4c(ccc5cocc56)sc43)c3cscc3c21,,0.0,2.0
C1=C(c2cncc3nsnc23)Cc2c1c1c(c3c2[nH]c2ccc4nsnc4c23)=CCC=1,3.7869,-0.76893383,2.0
c1ccc(-c2ccc(-c3sc(-c4nccs4)c4ccsc34)cn2)ccc1,,0.0,2.0
c1ccc2c(c1)c1cscc1c1c3c4c[nH]cc4c(-c4scc5sccc45)cc3c3cscc3c21,11.0001,0.86549366,2.0
C1=Cc2csc(-c3cc4c5cscc5c5c6occc6c6ccccc6c5c4s3)c2C1,9.4664,0.67445886,2.0
c1cnc2c(c1)c1cscc1c1cc(-c3scc4ccoc34)c3c[nH]cc3c12,7.5587,0.1992786,2.0
c1cc(-c2cc3c4ccccc4c4ccsc4c3c3cscc23)c2cscc2c1,9.3041,0.6448283,2.0
C1=Cc2c(csc2-c2cc3c4ccccc4c4c5c(cnc4c3cn2)C=CC5)C1,6.8033,-0.04226911,2.0
C1=c2c(c3c4c5cscc5ccc4c4cocc4c3c3oc(-c4nccs4)cc23)=CC1,6.7883,-0.047109902,2.0
c1cc2ccc3c(oc4cc(-c5scc6ccoc56)c5cocc5c43)c2cn1,7.3551,0.13530767,2.0
C1=Cc2ncc3c(sc4cc(-c5cccc6c5=CCC=6)c5cscc5c43)c2C1,5.8652,-0.33251172,2.0
C1=c2c(-c3cccc4ccccc34)cc3cc4sc5ccsc5c4cc3cc2=CC1,,0.0,2.0
c1cc(-c2cc3ncc4c5ccccc5[nH]c4c3c3c[nH]cc23)c2cocc2c1,6.7638,-0.05501175,2.0
C1=c2ccc3c4ccccc4c4cc(-c5scc6sccc56)c5nsnc5c4c3cc2=CC1,,0.0,2.0
c1ccc(-c2sc(-c3cnc(-c4scc5ccsc45)c4nsnc34)c3nccnc23)nc1,6.7632,-0.055205345,2.0
c1csc(-c2cc3oc4c5c6cocc6ccc5c5cscc5c4c3c3ccccc23)c1,9.5818,0.6942923,2.0
c1cc2c3cscc3c3cc4cc(-c5cncc6nsnc56)oc4cc3c2o1,6.6136,-0.103268445,2.0
c1ccc(-c2ccc3c(ccc4c5ncccc5c5cocc5c34)c2)nc1,6.3494,-0.1868515,2.0
c1cnc2c(c1)oc1c3c4cocc4ccc3c3ccccc3c21,6.0336,-0.28323323,2.0
C1=C(c2ccco2)Cc2c1c1cocc1c1c2ccc2ccc3ccccc3c21,7.5821,0.20653379,2.0
C1=Cc2ccc3cc4cc(-c5scc6c5CC=c6ccccc67)ccc5c4cc3c2=CC1,,0.0,2.0
C1=C(c2scc3occc23)Cc2c1oc1c2oc2ccc3nsnc3c21,6.0881,-0.26694357,2.0
c1cc(-c2ccc3c(c2)ncc2c4ccccc4[nH]c32)c2cocc2c1,6.2825,-0.20764267,2.0
c1ccc(-c2cc3ccc4c5c6ccccc6ccc5c5cscc5c4c3cn2)cc1,8.5761,0.48612988,2.0
c1csc(-c2ccc(-c3sc(-c4scc5ccoc45)c4sccc34)cc2)c1,8.833,0.54697466,2.0
c1cc(-c2ccc3c(c2)[nH]c2c4c5cocc5ccc4c4nsnc4c32)c2cocc2c1,7.6384,0.2238959,2.0
c1ccc2c(c1)ccc1cc3cc(-c4scc5ccsc45)oc3cc12,7.6824,0.23736727,2.0
c1ccc2c(c1)c1ccsc1c1ccc3cc(-c4scc5ccoc45)c4cocc4c3cc21,,0.0,2.0
c1cc2c(-c3cc4c5nsnc5c5c6[nH]ccc6[nH]c5c4[nH]3)scc2[nH]1,5.345,-0.47295338,2.0
c1cnc2c(c1)cnc1cc(-c3nccs3)c3cscc3c12,5.1212,-0.5271849,2.0
C1=Cc2sc3c(ccc4ccc5ccccc5c43)c2C1,5.777,-0.35763472,2.0
c1ccc(-c2cc3ccc4c5c6cscc6ccc5c5cscc5c4c3cn2)cc1,8.6376,0.50117004,2.0
c1cnc2c(-c3cc4ncc5c6c7cscc7ccc6c6c[nH]cc6c5c4cn3)scc2n1,7.3039,0.11901903,2.0
c1csc(-c2cnc3c(c2)c2cocc2c2cc4ccc5nsnc5c4cc23)c1,7.0206,0.027967215,2.0
C1=Cc2csc(-c3cc4c5ccccc5c5ccccc5c4s3)c2C1,7.5055,0.18270314,2.0
c1cc2nsnc2c(-c2ccc(-c3ccc(-c4scc5sccc45)c4cscc34)cc2)n1,8.5782,0.48664832,2.0
C1=c2c(c3c4sc(-c5cccc6nsnc56)cc4c4cscc4c3c3sccc23)=CC1,7.1203,0.06014204,2.0
c1coc(-c2ccc(-c3ccc(-c4scc5ccsc45)cn3)c3nsnc23)c1,6.9565,0.007246256,2.0
C1=Cc2csc(-c3cc4cc5sc6ccc7c[nH]cc7c65)c4cn3)c2C1,,0.0,2.0
c1ccc(-c2cc3c4cocc4c4c5sccc5c5cocc5c4c3c3cocc23)cc1,9.1133,0.60733986,2.0
C1=Cc2c(csc2-c2cc3cnc4c(ncc5ccsc54)c3[nH]2)C1,5.6236,-0.40010703,2.0
c1cnc2c(c1)ccc1c3ccc(-c4scc5ccsc45)cc3c3cscc3c12,8.6991,0.51591337,2.0
c1cc(-c2cc3cnc4c5ncccc5c5nsnc5c4c3[nH]2)c2cocc2c1,5.6822,-0.38407135,2.0
c1ccc2c(c1)c(-c1scc3ccsc13)cc1[nH]c3c4[nH]ccc4c4cscc4c3c12,9.1135,0.6073805,2.0
C1=c2ccc3cc4oc5cc(-c6scc7c7cccc77)c6cscc6c5c4cc3c2=CC1,,0.0,2.0
c1ccc2c(c1)cc(-c1cnc3cc[nH]c3c1)c1cscc12,5.5978,-0.40709102,2.0
c1csc(-c2cc3c4ccccc4c4c5[nH]ccc5c5c[nH]cc5c5ccccc45)cc3c3c[nH]cc23)c1,,0.0,2.0
C1=Cc2c(c3c4cscc4c4cc(-c5cccc6cscc56)ccc4c3c3cscc23)C1,9.8734,0.74000514,2.0
c1ccc2c(-c3cc4c5cscc5c5c6ccccc6ncc5c4c4nsnc34)cccc2c1,8.5808,0.48728967,2.0
C1=Cc2cc3c4cscc4c4cc(-c5scc6c5CC=C6)[nH]c4c3cc2C1,7.4029,0.15044892,2.0
c1ccc(-c2ccc(-c3ccc(-c4scc5ccoc45)c4nsnc34)c3cscc23)cc1,8.7147,0.5196055,2.0
C1=Cc2c(csc2-c2ccc3c(c2)oc2c4c5c(ccc4c4ccccc4c32)=CCC=5)C1,7.1549,0.07128239,2.0
c1ncc2nsnc2c1-c1cc2ncc3c(ccc4ccc5cscc5c43)c2c2cscc12,8.0373,0.3423456,2.0
c1ccc(-c2ccc(-c3ccc(-c4scc5ccoc45)c4cscc34)o2)cc1,8.303,0.4158528,2.0
c1csc(-c2cc3ncc4c5ccccc5c5ccccc5c4c3c3cscc23)c1,8.6376,0.50117004,2.0
c1cc2c(-c3cc4c5cscc5c5c([nH]c6ccc7cscc7c65)c4cn3)scc2s1,9.2419,0.6329253,2.0
c1cc(-c2cc3c(o2)-c2[nH]c4ccc5c[nH]cc5c4c2C3)c2cscc2c1,6.6951,-0.07712954,2.0
c1cc(-c2sc(-c3sc(-c4scc5ccoc45)c4ccoc34)c3ccsc23)c2cocc2c1,10.3254,0.79929435,2.0
C1=c2cccc(-c3cc4c5cscc5c5ccc6cocc6c5c4c4cocc34)c2=CC1,7.3318,0.12790358,2.0
c1ccc2c(c1)cc(-c1scc3cc[nH]c13)cc1cc3c(ccc4cscc43)cc12)c1c[nH]cc1c1ccsc13,,0.0,2.0
c1cc(-c2cc3c(c4nsnc24)-c2[nH]c(-c4scc5sccc45)cc23)c2cscc2c1,8.4917,0.4650122,2.0
c1ccc(-c2sc(-c3ccc(-c4cccc5ccccc45)nc3)c3ccoc23)cc1,8.0435,0.3441143,2.0
C1=C(c2scc3sccc23)Cc2c1c1ccccc1c1c2c2ccc3c(c21)=CCC=3,6.8248,-0.035326898,2.0
c1ccc(-c2sc(-c3sc(-c4scc5sccc45)c4ccsc34)c3ccsc23)cc1,10.5162,0.8205029,2.0
c1ccc(-c2cc3cc4c5cscc5c5ccc6c[nH]cc6c5c4cc3cn2)cc1,7.9042,0.303805,2.0
c1ccc(-c2ccc(-c3sc(-c4cccnc4)c4ccoc34)s2)cc1,6.9518,0.0057264566,2.0
C1=C(c2ccccc2)Cc2c1sc1c2sc2ccsc21,6.2742,-0.21020937,2.0
c1cc(-c2cc3c4cscc4c4c(sc5ccc6cocc6c54)c3c3ccccc23)c2cocc2c1,10.735,0.84232044,2.0
